review_id,order_id,customer_id,product_id,product_name,category,region,stars,sentiment,review_text,review_date
R02206,ORD009031,UC05049,P0003,High-Waist Jeans Luna,Damenmode,Baden-Württemberg,3,neutral,Ist in Ordnung. Mal sehen wie lange es hält.,2024-03-10
R02207,ORD001827,UC01004,P0007,Off-Shoulder Top Ida,Damenmode,Brandenburg,4,neutral,Qualität ist durchschnittlich. Für den Preis akzeptabel.,2023-05-23
R02208,ORD003764,UC02072,P0007,Off-Shoulder Top Ida,Damenmode,Baden-Württemberg,5,positiv,"Sehr schönes Design, meine Erwartungen übertroffen.",2024-10-08
R02209,ORD005703,UC03172,P0008,Midi-Rock Nora,Damenmode,NRW,5,positiv,"Fantastisches Produkt, werde es meinen Freunden empfehlen.",2023-11-07
R02210,ORD013332,UC07417,P0008,Midi-Rock Nora,Damenmode,Baden-Württemberg,4,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2023-02-07
R02211,ORD003647,UC02002,P0018,Chelsea Boot Bruno,Schuhe,NRW,2,negativ,"Material kratzt, völlig unbequem. Nicht empfehlenswert.",2023-09-26
R02212,ORD003459,UC01898,P0013,Leinenhemd Matteo,Herrenmode,Hamburg,5,positiv,"Qualität top, Größe passt perfekt. Sehr empfehlenswert.",2023-05-14
R02213,ORD006495,UC03613,P0009,Oxford Hemd Classic,Herrenmode,Baden-Württemberg,5,positiv,Schnelle Lieferung und schönes Produkt. Kaufe ich wieder.,2024-05-13
R02214,ORD004129,UC02280,P0024,Ballerina Soft,Schuhe,Niedersachsen,4,neutral,Qualität ist durchschnittlich. Für den Preis akzeptabel.,2023-05-01
R02215,ORD009010,UC05037,P0007,Off-Shoulder Top Ida,Damenmode,Baden-Württemberg,1,negativ,Nicht das was ich erwartet hatte. Werde nicht wieder kaufen.,2023-05-09
R02216,ORD008101,UC04511,P0030,Mütze Alpaka,Accessoires,Baden-Württemberg,3,neutral,Ist in Ordnung. Mal sehen wie lange es hält.,2024-03-27
R02217,ORD012521,UC06981,P0037,Yoga-Matte Pro,Sport,Bayern,5,positiv,Super Preis-Leistungs-Verhältnis. Klare Empfehlung.,2023-12-17
R02218,ORD013342,UC07426,P0014,Cargo-Shorts Marc,Herrenmode,Brandenburg,5,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2024-08-29
R02219,ORD009213,UC05145,P0014,Cargo-Shorts Marc,Herrenmode,Bayern,2,negativ,Nicht das was ich erwartet hatte. Werde nicht wieder kaufen.,2024-11-11
R02220,ORD011795,UC06578,P0041,Widerstandsband Set,Sport,Baden-Württemberg,3,neutral,Entspricht der Beschreibung. Nichts Besonderes.,2023-07-10
R02221,ORD009282,UC05188,P0015,Strickjacke Finn,Herrenmode,Hamburg,5,positiv,"Sehr schönes Design, meine Erwartungen übertroffen.",2024-02-04
R02222,ORD010363,UC05797,P0020,Pumps Elegante,Schuhe,Berlin,4,neutral,Ist in Ordnung. Mal sehen wie lange es hält.,2024-09-07
R02223,ORD013783,UC07680,P0012,Poloshirt Leon,Herrenmode,Berlin,5,positiv,"Sehr schönes Design, meine Erwartungen übertroffen.",2024-07-01
R02224,ORD004806,UC02635,P0014,Cargo-Shorts Marc,Herrenmode,Hessen,2,negativ,Material dünn und billig wirkend.,2023-11-09
R02225,ORD002314,UC01284,P0006,Cardigan Vera,Damenmode,Berlin,2,negativ,Material dünn und billig wirkend.,2024-03-01
R02226,ORD000281,UC00142,P0008,Midi-Rock Nora,Damenmode,Brandenburg,5,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2023-12-30
R02227,ORD006116,UC03394,P0001,Slim-Fit Bluse,Damenmode,Thüringen,4,neutral,"Produkt ist ok, aber Lieferung hat etwas gedauert.",2023-05-04
R02228,ORD009103,UC05090,P0008,Midi-Rock Nora,Damenmode,Berlin,4,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2024-04-26
R02229,ORD003882,UC02138,P0002,Maxi-Kleid Florencia,Damenmode,Thüringen,5,positiv,"Fantastisches Produkt, werde es meinen Freunden empfehlen.",2023-10-15
R02230,ORD011263,UC06286,P0006,Cardigan Vera,Damenmode,Bayern,2,negativ,Qualität weit unter Erwartungen. Rückgabe beantragt.,2023-07-03
R02231,ORD007794,UC04340,P0011,Kapuzenpulli Anton,Herrenmode,Bayern,4,positiv,"Qualität top, Größe passt perfekt. Sehr empfehlenswert.",2024-12-01
R02232,ORD008439,UC04707,P0017,Sneaker Urban Run,Schuhe,NRW,2,negativ,"Schlechte Verarbeitung, Nähte gehen schon nach kurzer Zeit auf.",2024-10-02
R02233,ORD011507,UC06414,P0012,Poloshirt Leon,Herrenmode,Hessen,4,neutral,Qualität ist durchschnittlich. Für den Preis akzeptabel.,2024-07-12
R02234,ORD007898,UC04399,P0010,Chino Slim Pierre,Herrenmode,NRW,3,neutral,"Preis könnte etwas günstiger sein, sonst passt alles.",2023-03-19
R02235,ORD003887,UC02139,P0005,Businesshose Selene,Damenmode,NRW,4,positiv,Bin begeistert! Genau das was ich gesucht habe.,2023-06-03
R02236,ORD002919,UC01611,P0024,Ballerina Soft,Schuhe,NRW,4,positiv,"Qualität top, Größe passt perfekt. Sehr empfehlenswert.",2025-01-03
R02237,ORD005235,UC02878,P0006,Cardigan Vera,Damenmode,Hessen,1,negativ,Qualität weit unter Erwartungen. Rückgabe beantragt.,2024-11-19
R02238,ORD006429,UC03579,P0026,Seidenschal Parisien,Accessoires,Hessen,1,negativ,Qualität weit unter Erwartungen. Rückgabe beantragt.,2024-07-10
R02239,ORD010501,UC05869,P0025,Lederriemen Cognac,Accessoires,NRW,1,negativ,Lieferzeit war viel zu lang. Service katastrophal.,2024-07-05
R02240,ORD011236,UC06271,P0011,Kapuzenpulli Anton,Herrenmode,NRW,3,neutral,Ist in Ordnung. Mal sehen wie lange es hält.,2023-06-09
R02241,ORD008691,UC04847,P0029,Portemonnaie Slim,Accessoires,NRW,5,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2023-12-12
R02242,ORD011775,UC06562,P0007,Off-Shoulder Top Ida,Damenmode,Berlin,5,positiv,Super Preis-Leistungs-Verhältnis. Klare Empfehlung.,2023-09-16
R02243,ORD007656,UC04260,P0021,Laufschuh Sprint X,Schuhe,NRW,3,neutral,Qualität ist durchschnittlich. Für den Preis akzeptabel.,2023-10-13
R02244,ORD010124,UC05652,P0041,Widerstandsband Set,Sport,Thüringen,4,positiv,"Sehr schönes Design, meine Erwartungen übertroffen.",2023-08-14
R02245,ORD001027,UC00565,P0010,Chino Slim Pierre,Herrenmode,Baden-Württemberg,3,neutral,"Preis könnte etwas günstiger sein, sonst passt alles.",2023-05-14
R02246,ORD008860,UC04953,P0021,Laufschuh Sprint X,Schuhe,Bayern,1,negativ,"Material kratzt, völlig unbequem. Nicht empfehlenswert.",2023-10-15
R02247,ORD014020,UC07810,P0010,Chino Slim Pierre,Herrenmode,Niedersachsen,4,neutral,Qualität ist durchschnittlich. Für den Preis akzeptabel.,2023-08-15
R02248,ORD001512,UC00826,P0039,Laufjacke Wind,Sport,NRW,4,neutral,Entspricht der Beschreibung. Nichts Besonderes.,2024-06-30
R02249,ORD010822,UC06052,P0021,Laufschuh Sprint X,Schuhe,NRW,1,negativ,Nach drei Wochen löst sich die Sohle ab – sehr enttäuschend.,2024-02-25
R02250,ORD009520,UC05316,P0002,Maxi-Kleid Florencia,Damenmode,Bayern,5,positiv,Super Preis-Leistungs-Verhältnis. Klare Empfehlung.,2024-01-08
R02251,ORD013993,UC07796,P0006,Cardigan Vera,Damenmode,Baden-Württemberg,4,neutral,Qualität ist durchschnittlich. Für den Preis akzeptabel.,2024-05-03
R02252,ORD006468,UC03599,P0033,Kerzenset Nordic,Home & Living,Berlin,4,positiv,Super Preis-Leistungs-Verhältnis. Klare Empfehlung.,2023-11-04
R02253,ORD012467,UC06953,P0005,Businesshose Selene,Damenmode,Hessen,4,neutral,Entspricht der Beschreibung. Nichts Besonderes.,2024-02-02
R02254,ORD009007,UC05034,P0019,Sandalen Riviera,Schuhe,Bayern,5,positiv,"Qualität top, Größe passt perfekt. Sehr empfehlenswert.",2024-10-06
R02255,ORD005597,UC03103,P0009,Oxford Hemd Classic,Herrenmode,Bayern,5,positiv,Bin begeistert! Genau das was ich gesucht habe.,2023-07-13
R02256,ORD010151,UC05669,P0012,Poloshirt Leon,Herrenmode,Hessen,5,positiv,"Qualität top, Größe passt perfekt. Sehr empfehlenswert.",2023-12-16
R02257,ORD011353,UC06334,P0007,Off-Shoulder Top Ida,Damenmode,Baden-Württemberg,4,positiv,Super Preis-Leistungs-Verhältnis. Klare Empfehlung.,2023-04-26
R02258,ORD013810,UC07696,P0029,Portemonnaie Slim,Accessoires,NRW,2,negativ,Qualität weit unter Erwartungen. Rückgabe beantragt.,2023-11-01
R02259,ORD013757,UC07663,P0041,Widerstandsband Set,Sport,Baden-Württemberg,5,positiv,Schnelle Lieferung und schönes Produkt. Kaufe ich wieder.,2023-08-24
R02260,ORD003978,UC02189,P0011,Kapuzenpulli Anton,Herrenmode,NRW,3,neutral,Entspricht der Beschreibung. Nichts Besonderes.,2025-01-16
R02261,ORD003304,UC01815,P0011,Kapuzenpulli Anton,Herrenmode,Hamburg,4,neutral,"Produkt ist ok, aber Lieferung hat etwas gedauert.",2023-05-12
R02262,ORD005395,UC02970,P0020,Pumps Elegante,Schuhe,Niedersachsen,1,negativ,"Material kratzt, völlig unbequem. Nicht empfehlenswert.",2024-03-20
R02263,ORD004808,UC02637,P0008,Midi-Rock Nora,Damenmode,Baden-Württemberg,4,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2024-10-11
R02264,ORD007493,UC04164,P0040,Sporttasche Gym Plus,Sport,Hamburg,4,positiv,"Qualität top, Größe passt perfekt. Sehr empfehlenswert.",2023-12-28
R02265,ORD002705,UC01496,P0021,Laufschuh Sprint X,Schuhe,Thüringen,4,positiv,"Fantastisches Produkt, werde es meinen Freunden empfehlen.",2024-08-05
R02266,ORD008853,UC04949,P0040,Sporttasche Gym Plus,Sport,Sachsen,4,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2023-04-29
R02267,ORD000220,UC00108,P0021,Laufschuh Sprint X,Schuhe,Sachsen,5,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2024-05-06
R02268,ORD009865,UC05510,P0001,Slim-Fit Bluse,Damenmode,Hessen,5,positiv,"Fantastisches Produkt, werde es meinen Freunden empfehlen.",2024-08-25
R02269,ORD012961,UC07216,P0022,Loafer Classic,Schuhe,Baden-Württemberg,3,neutral,"Preis könnte etwas günstiger sein, sonst passt alles.",2024-12-29
R02270,ORD001549,UC00848,P0020,Pumps Elegante,Schuhe,NRW,1,negativ,"Material kratzt, völlig unbequem. Nicht empfehlenswert.",2023-07-19
R02271,ORD004103,UC02265,P0024,Ballerina Soft,Schuhe,Berlin,4,neutral,"Preis könnte etwas günstiger sein, sonst passt alles.",2024-11-07
R02272,ORD003495,UC01917,P0011,Kapuzenpulli Anton,Herrenmode,Thüringen,3,neutral,"Produkt ist ok, aber Lieferung hat etwas gedauert.",2024-07-03
R02273,ORD008611,UC04811,P0002,Maxi-Kleid Florencia,Damenmode,NRW,4,positiv,"Sehr schönes Design, meine Erwartungen übertroffen.",2024-08-13
R02274,ORD014300,UC07968,P0024,Ballerina Soft,Schuhe,Baden-Württemberg,1,negativ,"Schlechte Verarbeitung, Nähte gehen schon nach kurzer Zeit auf.",2023-12-12
R02275,ORD004001,UC02206,P0005,Businesshose Selene,Damenmode,NRW,5,positiv,Super Preis-Leistungs-Verhältnis. Klare Empfehlung.,2024-07-18
R02276,ORD013544,UC07538,P0003,High-Waist Jeans Luna,Damenmode,NRW,3,neutral,"Produkt ist ok, aber Lieferung hat etwas gedauert.",2024-08-18
R02277,ORD007662,UC04263,P0013,Leinenhemd Matteo,Herrenmode,Hessen,4,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2023-08-26
R02278,ORD002025,UC01121,P0023,Boots Heritage,Schuhe,Bayern,5,positiv,Super Preis-Leistungs-Verhältnis. Klare Empfehlung.,2023-09-21
R02279,ORD012118,UC06761,P0009,Oxford Hemd Classic,Herrenmode,Bayern,5,positiv,"Sehr schönes Design, meine Erwartungen übertroffen.",2023-04-11
R02280,ORD000755,UC00413,P0038,Trinkflasche Steel 750ml,Sport,Brandenburg,5,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2023-02-03
R02281,ORD010755,UC06019,P0004,Strickpullover Mila,Damenmode,Bayern,3,neutral,"Nicht begeistert, aber auch nicht enttäuscht.",2023-06-18
R02282,ORD011448,UC06386,P0018,Chelsea Boot Bruno,Schuhe,Hamburg,3,neutral,"Produkt ist ok, aber Lieferung hat etwas gedauert.",2023-11-07
R02283,ORD003446,UC01889,P0001,Slim-Fit Bluse,Damenmode,NRW,3,neutral,"Produkt ist ok, aber Lieferung hat etwas gedauert.",2023-10-14
R02284,ORD002822,UC01559,P0007,Off-Shoulder Top Ida,Damenmode,NRW,4,neutral,"Nicht begeistert, aber auch nicht enttäuscht.",2024-04-21
R02285,ORD004939,UC02710,P0014,Cargo-Shorts Marc,Herrenmode,Hessen,4,positiv,"Fantastisches Produkt, werde es meinen Freunden empfehlen.",2023-04-30
R02286,ORD007660,UC04262,P0023,Boots Heritage,Schuhe,Hamburg,5,positiv,Super Preis-Leistungs-Verhältnis. Klare Empfehlung.,2024-09-20
R02287,ORD005837,UC03253,P0002,Maxi-Kleid Florencia,Damenmode,Hamburg,5,positiv,Bin begeistert! Genau das was ich gesucht habe.,2024-05-13
R02288,ORD001860,UC01019,P0017,Sneaker Urban Run,Schuhe,Hessen,1,negativ,"Schlechte Verarbeitung, Nähte gehen schon nach kurzer Zeit auf.",2023-01-19
R02289,ORD002599,UC01433,P0029,Portemonnaie Slim,Accessoires,Baden-Württemberg,3,neutral,"Produkt ist ok, aber Lieferung hat etwas gedauert.",2024-12-28
R02290,ORD001182,UC00651,P0002,Maxi-Kleid Florencia,Damenmode,NRW,5,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2024-04-08
R02291,ORD007560,UC04202,P0038,Trinkflasche Steel 750ml,Sport,Bayern,2,negativ,Material dünn und billig wirkend.,2023-11-17
R02292,ORD011583,UC06458,P0020,Pumps Elegante,Schuhe,Hessen,5,positiv,"Sehr schönes Design, meine Erwartungen übertroffen.",2024-11-12
R02293,ORD012309,UC06868,P0001,Slim-Fit Bluse,Damenmode,Hamburg,5,positiv,Super Preis-Leistungs-Verhältnis. Klare Empfehlung.,2024-11-01
R02294,ORD011297,UC06305,P0010,Chino Slim Pierre,Herrenmode,NRW,3,neutral,Entspricht der Beschreibung. Nichts Besonderes.,2023-02-18
R02295,ORD007296,UC04070,P0027,Sonnenbrille Aviator,Accessoires,Berlin,4,positiv,"Fantastisches Produkt, werde es meinen Freunden empfehlen.",2023-09-26
R02296,ORD007070,UC03940,P0016,T-Shirt Basic Pack,Herrenmode,Berlin,5,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2024-11-10
R02297,ORD004195,UC02308,P0010,Chino Slim Pierre,Herrenmode,Hamburg,3,neutral,Entspricht der Beschreibung. Nichts Besonderes.,2024-04-19
R02298,ORD013832,UC07708,P0001,Slim-Fit Bluse,Damenmode,Thüringen,3,neutral,"Nicht begeistert, aber auch nicht enttäuscht.",2024-06-21
R02299,ORD009208,UC05143,P0024,Ballerina Soft,Schuhe,Hessen,1,negativ,"Schuhe fallen zu groß aus, muss eine Größe kleiner nehmen.",2024-03-26
R02300,ORD007043,UC03926,P0028,Rucksack Campus,Accessoires,Hamburg,3,neutral,"Preis könnte etwas günstiger sein, sonst passt alles.",2023-12-25
R02301,ORD005430,UC02991,P0041,Widerstandsband Set,Sport,NRW,4,neutral,Qualität ist durchschnittlich. Für den Preis akzeptabel.,2024-12-19
R02302,ORD005734,UC03192,P0007,Off-Shoulder Top Ida,Damenmode,Hessen,5,positiv,Schnelle Lieferung und schönes Produkt. Kaufe ich wieder.,2023-11-28
R02303,ORD013364,UC07436,P0029,Portemonnaie Slim,Accessoires,Baden-Württemberg,4,positiv,Schnelle Lieferung und schönes Produkt. Kaufe ich wieder.,2024-10-13
R02304,ORD000178,UC00089,P0035,Bilderrahmen Set 3er,Home & Living,Hessen,5,positiv,Schnelle Lieferung und schönes Produkt. Kaufe ich wieder.,2024-12-31
R02305,ORD013288,UC07394,P0034,Vase Keramik Rund,Home & Living,Sachsen,5,positiv,Schnelle Lieferung und schönes Produkt. Kaufe ich wieder.,2024-08-20
R02306,ORD013785,UC07680,P0022,Loafer Classic,Schuhe,Berlin,1,negativ,"Schuhe fallen zu groß aus, muss eine Größe kleiner nehmen.",2023-04-23
R02307,ORD002920,UC01611,P0005,Businesshose Selene,Damenmode,NRW,3,neutral,Entspricht der Beschreibung. Nichts Besonderes.,2024-04-26
R02308,ORD007562,UC04203,P0001,Slim-Fit Bluse,Damenmode,Hamburg,1,negativ,Farbe weicht stark vom Foto ab. Sehr enttäuschend.,2023-12-03
R02309,ORD007413,UC04127,P0028,Rucksack Campus,Accessoires,Thüringen,4,positiv,Bin begeistert! Genau das was ich gesucht habe.,2024-01-01
R02310,ORD008782,UC04902,P0025,Lederriemen Cognac,Accessoires,Berlin,5,positiv,Bin begeistert! Genau das was ich gesucht habe.,2023-06-11
R02311,ORD007178,UC04002,P0021,Laufschuh Sprint X,Schuhe,Niedersachsen,1,negativ,"Schuhe fallen zu groß aus, muss eine Größe kleiner nehmen.",2024-05-24
R02312,ORD009925,UC05540,P0001,Slim-Fit Bluse,Damenmode,Bayern,1,negativ,Lieferzeit war viel zu lang. Service katastrophal.,2025-01-05
R02313,ORD005533,UC03066,P0015,Strickjacke Finn,Herrenmode,Bayern,5,positiv,Bin begeistert! Genau das was ich gesucht habe.,2024-09-16
R02314,ORD003688,UC02026,P0008,Midi-Rock Nora,Damenmode,Baden-Württemberg,3,neutral,Entspricht der Beschreibung. Nichts Besonderes.,2023-03-08
R02315,ORD003105,UC01710,P0015,Strickjacke Finn,Herrenmode,Sachsen,4,neutral,"Nicht begeistert, aber auch nicht enttäuscht.",2024-01-21
R02316,ORD010276,UC05744,P0009,Oxford Hemd Classic,Herrenmode,Thüringen,5,positiv,"Qualität top, Größe passt perfekt. Sehr empfehlenswert.",2023-03-12
R02317,ORD006367,UC03535,P0016,T-Shirt Basic Pack,Herrenmode,Hamburg,5,positiv,"Fantastisches Produkt, werde es meinen Freunden empfehlen.",2024-05-13
R02318,ORD000694,UC00378,P0007,Off-Shoulder Top Ida,Damenmode,Berlin,5,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2024-03-22
R02319,ORD001832,UC01006,P0004,Strickpullover Mila,Damenmode,Baden-Württemberg,3,neutral,"Produkt ist ok, aber Lieferung hat etwas gedauert.",2024-05-22
R02320,ORD003901,UC02150,P0013,Leinenhemd Matteo,Herrenmode,Bayern,1,negativ,Qualität weit unter Erwartungen. Rückgabe beantragt.,2024-04-09
R02321,ORD011988,UC06689,P0034,Vase Keramik Rund,Home & Living,Hamburg,5,positiv,Schnelle Lieferung und schönes Produkt. Kaufe ich wieder.,2024-10-13
R02322,ORD007450,UC04146,P0013,Leinenhemd Matteo,Herrenmode,Baden-Württemberg,4,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2023-06-11
R02323,ORD011582,UC06458,P0013,Leinenhemd Matteo,Herrenmode,Hessen,4,neutral,Qualität ist durchschnittlich. Für den Preis akzeptabel.,2024-01-19
R02324,ORD011481,UC06401,P0017,Sneaker Urban Run,Schuhe,NRW,1,negativ,"Schlechte Verarbeitung, Nähte gehen schon nach kurzer Zeit auf.",2024-03-04
R02325,ORD013673,UC07611,P0039,Laufjacke Wind,Sport,Bayern,5,positiv,"Fantastisches Produkt, werde es meinen Freunden empfehlen.",2024-05-24
R02326,ORD005400,UC02974,P0025,Lederriemen Cognac,Accessoires,Baden-Württemberg,5,positiv,Super Preis-Leistungs-Verhältnis. Klare Empfehlung.,2023-07-24
R02327,ORD009153,UC05115,P0013,Leinenhemd Matteo,Herrenmode,Baden-Württemberg,4,positiv,Schnelle Lieferung und schönes Produkt. Kaufe ich wieder.,2023-12-15
R02328,ORD006826,UC03812,P0013,Leinenhemd Matteo,Herrenmode,Bayern,5,positiv,"Qualität top, Größe passt perfekt. Sehr empfehlenswert.",2024-05-08
R02329,ORD012218,UC06817,P0010,Chino Slim Pierre,Herrenmode,Hessen,2,negativ,Material dünn und billig wirkend.,2023-07-25
R02330,ORD004355,UC02397,P0016,T-Shirt Basic Pack,Herrenmode,NRW,3,neutral,Entspricht der Beschreibung. Nichts Besonderes.,2024-12-17
R02331,ORD004181,UC02301,P0033,Kerzenset Nordic,Home & Living,Hamburg,5,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2023-08-25
R02332,ORD009271,UC05183,P0036,Tablett Bambus,Home & Living,NRW,5,positiv,"Fantastisches Produkt, werde es meinen Freunden empfehlen.",2024-01-26
R02333,ORD013469,UC07493,P0015,Strickjacke Finn,Herrenmode,Bayern,5,positiv,"Fantastisches Produkt, werde es meinen Freunden empfehlen.",2024-07-30
R02334,ORD013058,UC07272,P0011,Kapuzenpulli Anton,Herrenmode,Berlin,5,positiv,"Qualität top, Größe passt perfekt. Sehr empfehlenswert.",2023-02-27
R02335,ORD004954,UC02719,P0021,Laufschuh Sprint X,Schuhe,Bayern,5,positiv,"Fantastisches Produkt, werde es meinen Freunden empfehlen.",2023-09-26
R02336,ORD005161,UC02838,P0008,Midi-Rock Nora,Damenmode,Brandenburg,4,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2023-06-22
R02337,ORD010338,UC05780,P0024,Ballerina Soft,Schuhe,Niedersachsen,5,positiv,"Qualität top, Größe passt perfekt. Sehr empfehlenswert.",2024-11-06
R02338,ORD001766,UC00972,P0034,Vase Keramik Rund,Home & Living,Hessen,5,positiv,"Fantastisches Produkt, werde es meinen Freunden empfehlen.",2024-07-14
R02339,ORD005985,UC03323,P0005,Businesshose Selene,Damenmode,Baden-Württemberg,3,neutral,"Produkt ist ok, aber Lieferung hat etwas gedauert.",2024-10-28
R02340,ORD003849,UC02119,P0032,Überwurfdecke Merino,Home & Living,Hessen,5,positiv,Super Preis-Leistungs-Verhältnis. Klare Empfehlung.,2024-11-23
R02341,ORD013565,UC07550,P0004,Strickpullover Mila,Damenmode,Hessen,1,negativ,Lieferzeit war viel zu lang. Service katastrophal.,2023-11-04
R02342,ORD008254,UC04605,P0014,Cargo-Shorts Marc,Herrenmode,Baden-Württemberg,3,neutral,"Preis könnte etwas günstiger sein, sonst passt alles.",2024-07-19
R02343,ORD007917,UC04408,P0004,Strickpullover Mila,Damenmode,NRW,3,neutral,Qualität ist durchschnittlich. Für den Preis akzeptabel.,2024-11-29
R02344,ORD002937,UC01618,P0003,High-Waist Jeans Luna,Damenmode,NRW,5,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2023-09-28
R02345,ORD005028,UC02760,P0001,Slim-Fit Bluse,Damenmode,Baden-Württemberg,1,negativ,Farbe weicht stark vom Foto ab. Sehr enttäuschend.,2023-06-17
R02346,ORD012539,UC06995,P0017,Sneaker Urban Run,Schuhe,Bayern,5,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2023-03-08
R02347,ORD007648,UC04257,P0031,Kissen Lino 50x50,Home & Living,Hessen,1,negativ,Farbe weicht stark vom Foto ab. Sehr enttäuschend.,2023-11-10
R02348,ORD009048,UC05058,P0032,Überwurfdecke Merino,Home & Living,NRW,5,positiv,"Fantastisches Produkt, werde es meinen Freunden empfehlen.",2023-12-17
R02349,ORD009498,UC05300,P0008,Midi-Rock Nora,Damenmode,Baden-Württemberg,4,neutral,"Preis könnte etwas günstiger sein, sonst passt alles.",2023-10-15
R02350,ORD006952,UC03880,P0032,Überwurfdecke Merino,Home & Living,Berlin,5,positiv,"Sehr schönes Design, meine Erwartungen übertroffen.",2023-01-15
R02351,ORD005848,UC03259,P0003,High-Waist Jeans Luna,Damenmode,NRW,5,positiv,Schnelle Lieferung und schönes Produkt. Kaufe ich wieder.,2024-08-17
R02352,ORD003690,UC02027,P0020,Pumps Elegante,Schuhe,Thüringen,4,neutral,"Preis könnte etwas günstiger sein, sonst passt alles.",2023-10-12
R02353,ORD003510,UC01924,P0036,Tablett Bambus,Home & Living,Hamburg,4,positiv,Bin begeistert! Genau das was ich gesucht habe.,2024-01-21
R02354,ORD007699,UC04284,P0041,Widerstandsband Set,Sport,NRW,5,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2024-07-15
R02355,ORD006265,UC03476,P0028,Rucksack Campus,Accessoires,Bayern,5,positiv,Schnelle Lieferung und schönes Produkt. Kaufe ich wieder.,2023-06-08
R02356,ORD010024,UC05603,P0037,Yoga-Matte Pro,Sport,NRW,4,neutral,"Produkt ist ok, aber Lieferung hat etwas gedauert.",2023-12-07
R02357,ORD013646,UC07594,P0007,Off-Shoulder Top Ida,Damenmode,NRW,5,positiv,Super Preis-Leistungs-Verhältnis. Klare Empfehlung.,2024-10-27
R02358,ORD003720,UC02046,P0005,Businesshose Selene,Damenmode,Berlin,5,positiv,"Fantastisches Produkt, werde es meinen Freunden empfehlen.",2023-12-13
R02359,ORD012644,UC07050,P0002,Maxi-Kleid Florencia,Damenmode,Berlin,3,neutral,Qualität ist durchschnittlich. Für den Preis akzeptabel.,2024-10-13
R02360,ORD001781,UC00979,P0002,Maxi-Kleid Florencia,Damenmode,Bayern,3,neutral,Ist in Ordnung. Mal sehen wie lange es hält.,2023-06-19
R02361,ORD007767,UC04323,P0020,Pumps Elegante,Schuhe,Hessen,2,negativ,"Schlechte Verarbeitung, Nähte gehen schon nach kurzer Zeit auf.",2024-03-02
R02362,ORD005841,UC03255,P0011,Kapuzenpulli Anton,Herrenmode,Berlin,1,negativ,Farbe weicht stark vom Foto ab. Sehr enttäuschend.,2024-11-21
R02363,ORD001964,UC01077,P0012,Poloshirt Leon,Herrenmode,Thüringen,5,positiv,"Sehr schönes Design, meine Erwartungen übertroffen.",2023-05-17
R02364,ORD012334,UC06883,P0002,Maxi-Kleid Florencia,Damenmode,Berlin,2,negativ,Lieferzeit war viel zu lang. Service katastrophal.,2023-10-08
R02365,ORD007719,UC04297,P0026,Seidenschal Parisien,Accessoires,Bayern,4,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2023-04-09
R02366,ORD003198,UC01756,P0003,High-Waist Jeans Luna,Damenmode,Baden-Württemberg,5,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2024-06-14
R02367,ORD000533,UC00296,P0032,Überwurfdecke Merino,Home & Living,NRW,5,positiv,"Fantastisches Produkt, werde es meinen Freunden empfehlen.",2024-03-04
R02368,ORD007700,UC04284,P0011,Kapuzenpulli Anton,Herrenmode,NRW,3,neutral,"Produkt ist ok, aber Lieferung hat etwas gedauert.",2024-11-02
R02369,ORD014270,UC07953,P0016,T-Shirt Basic Pack,Herrenmode,Hessen,4,neutral,Ist in Ordnung. Mal sehen wie lange es hält.,2024-08-04
R02370,ORD001589,UC00867,P0024,Ballerina Soft,Schuhe,NRW,5,positiv,Bin begeistert! Genau das was ich gesucht habe.,2023-06-12
R02371,ORD012599,UC07031,P0006,Cardigan Vera,Damenmode,NRW,1,negativ,Material dünn und billig wirkend.,2024-05-21
R02372,ORD000691,UC00375,P0005,Businesshose Selene,Damenmode,Berlin,5,positiv,"Qualität top, Größe passt perfekt. Sehr empfehlenswert.",2023-01-27
R02373,ORD007597,UC04225,P0015,Strickjacke Finn,Herrenmode,Hessen,3,neutral,Qualität ist durchschnittlich. Für den Preis akzeptabel.,2023-10-06
